sut_name,stu_maj,writer,bookname,bookindex,borrowtime,branchoflib
999530b32cda4e205a74aa3f895dbc06,新闻学院,徐锦培,别样英国,nan,20180101,文科馆文科综合书库
999530b32cda4e205a74aa3f895dbc06,新闻学院,王玲玲,最后的贵族,nan,20180101,文科馆文科综合书库
999530b32cda4e205a74aa3f895dbc06,新闻学院,"洪治纲,",余华评传,nan,20180101,江湾馆文科借阅区
999530b32cda4e205a74aa3f895dbc06,新闻学院,"才云鹏,",邓稼先,nan,20171114,文科馆文科综合书库
999530b32cda4e205a74aa3f895dbc06,新闻学院,"洪治纲,",余华评传,nan,20171114,江湾馆文科借阅区
999530b32cda4e205a74aa3f895dbc06,新闻学院,徐锦培,别样英国,nan,20171110,文科馆文科综合书库
999530b32cda4e205a74aa3f895dbc06,新闻学院,王玲玲,最后的贵族,nan,20171110,文科馆文科综合书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,"Rothaermel, Frank T.",Strategic management :,nan,20201021,管院图书馆3楼书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,陈子善,张爱玲的风气,nan,20190730,文科馆文学艺术书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,李晓红,面对传统的张爱玲,nan,20190730,文科馆文学艺术书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,刘绍铭,到底是张爱玲,nan,20190730,文科馆文学艺术书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,"丰子恺,",丰子恺漫画精品集,nan,20190603,文科馆文学艺术书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,"丰子恺,",缘缘堂随笔,nan,20190603,文科馆文学艺术书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,"丰子恺,",缘缘堂随笔,nan,20190603,文科馆文学艺术书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,"李零,",去圣乃得真孔子,nan,20190603,管院图书馆3楼书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,王佐良,英国散文的流变,nan,20190520,文科馆文学艺术书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,"梁遇春,",春醪集,nan,20190520,文科馆文学艺术书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,钱理群,周作人传,nan,20190506,文科馆文科综合书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,吉登斯,社会学,nan,20190311,文科馆文科综合书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,迪尔凯姆,社会学方法的规则,nan,20190307,文科馆文科综合书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,赫克,资源革命,nan,20190307,管院图书馆3楼书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,李春玲,社会分层理论,nan,20190307,文科馆文科综合书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,"格里芬,",管理学,nan,20190218,文科馆文科综合书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,赵雪章,杰克·韦尔奇管理思想全集,nan,20190212,文科馆政经法阅览室
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,方兴东,歼击伏击,nan,20190205,文科馆政经法阅览室
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,唐新,华为逻辑,nan,20190205,文科馆政经法阅览室
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,黄卫华,华为铁军,nan,20190205,文科馆政经法阅览室
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,黄卫伟,以客户为中心,nan,20190205,文科馆政经法阅览室
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,吉登斯,社会学,nan,20190117,文科馆文科综合书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,"格里芬,",管理学,nan,20181224,文科馆文科综合书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,"Hock, Roger R., 1948-",Forty studies that changed psychology :,nan,20181030,管院图书馆3楼书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,姜启源,数学模型,nan,20180906,理科馆基础学科借阅室
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,牛建兵,微信小程序,nan,20180709,管院图书馆3楼书库
97b5bedec1cb23dfb09e0917f9ec4c94,新闻学院——管理学院,金易,网红经济,nan,20180709,管院图书馆3楼书库
