sut_name,stu_maj,writer,bookname,bookindex,borrowtime,branchoflib
422361ed35af22c8c3942f0e43c7fc37,社会科学试验班,"刘江永,",中日关系二十讲,nan,20190520,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,哈夫纳,解读希特勒,nan,20201120,文科馆文科综合书库
d05655499b66279e920e1fd876659ff0,社会科学试验班,"Putnam, Robert D.",Bowling alone :,nan,20201109,理科馆外教中心阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,安纳斯,古典哲学的趣味,nan,20190905,文科馆文科综合书库
d05655499b66279e920e1fd876659ff0,社会科学试验班,"Dunn, John, 1940- CAL n2005064753# ba0yba0y",Modern revolutions; :,nan,20190905,国务学院资料室
d05655499b66279e920e1fd876659ff0,社会科学试验班,杜比,法国史,nan,20190905,文科馆1号密集书库
d05655499b66279e920e1fd876659ff0,社会科学试验班,"Cohen, Stephen D.",The making of United States international economic policy :,nan,20190905,理科馆理科书库
d05655499b66279e920e1fd876659ff0,社会科学试验班,"edited by T.J. Pempel, editor.",Uncommon democracies :,nan,20190905,国务学院资料室
d05655499b66279e920e1fd876659ff0,社会科学试验班,吉登斯,亲密关系的变革,nan,20190905,文科馆文科综合书库
d05655499b66279e920e1fd876659ff0,社会科学试验班,"茅家琦,",百年沧桑,nan,20190905,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,陈明明,在革命与现代化之间,nan,20190905,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,陈星,台湾民主化与政治变迁,nan,20190905,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,李建荣,"百年大党,十年风云",nan,20190905,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,冯琳,中国国民党在台改造研究,nan,20190905,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,"周维朋,",战后中国国民党派系关系之研究,nan,20190905,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,"孙代尧,",台湾威权体制及其转型研究,nan,20190905,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,耿守玄,亲历者讲述,nan,20190905,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,米格达尔,强社会与弱国家,nan,20190905,文科馆1号密集书库
d05655499b66279e920e1fd876659ff0,社会科学试验班,姜殿铭,九十年代之台湾,nan,20190905,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,"Linz, Juan J. (Juan Josâe), 1926-",Totalitarian and authoritarian regimes /,nan,20190905,理科馆理科书库
d05655499b66279e920e1fd876659ff0,社会科学试验班,杜比,法国史,nan,20190905,文科馆文科综合书库
d05655499b66279e920e1fd876659ff0,社会科学试验班,林茨,民主转型与巩固的问题,nan,20190821,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,何劲松,创价学会的理念与实践,nan,20190819,文科馆1号密集书库
d05655499b66279e920e1fd876659ff0,社会科学试验班,升味准之辅,日本政治史,nan,20190729,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,升味准之辅,日本政治史,nan,20190729,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,辻清明,日本官僚制研究,nan,20190729,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,升味准之辅,日本政治史,nan,20190729,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,拉姆塞耶,寡头政治,nan,20190729,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,"安世舟,",漂流的日本政治,nan,20190729,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,升味准之辅,日本政治史,nan,20190729,文科馆政经法阅览室
d05655499b66279e920e1fd876659ff0,社会科学试验班,"吉田茂,",激荡的百年史,nan,20190722,文科馆文科综合书库
d05655499b66279e920e1fd876659ff0,社会科学试验班,陈明明,所有的子弹都有归宿,nan,20190624,国务学院资料室
